Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team
1,Jalen Wilson,24,PF,44,10,1189,4.2,10.8,0.388,1.8,6.0,0.308,2.4,4.8,0.488,0.473,2.0,2.4,0.848,1.4,3.1,4.5,2.3,0.7,0.1,1.5,3.0,12.3,BRK
2,Cameron Johnson,28,PF,35,35,1131,7.2,14.6,0.491,3.6,8.5,0.419,3.6,6.1,0.591,0.613,3.7,4.1,0.898,0.8,3.7,4.5,3.3,0.9,0.5,1.9,2.0,21.6,BRK
3,Nic Claxton,25,C,38,30,1002,5.7,10.7,0.539,0.0,0.5,0.077,5.7,10.2,0.56,0.54,1.7,3.2,0.511,2.8,7.7,10.5,2.7,1.3,1.5,1.6,2.7,13.2,BRK
4,Keon Johnson,22,SG,43,23,945,5.3,14.4,0.371,2.3,7.6,0.3,3.0,6.7,0.452,0.451,1.6,2.1,0.759,1.1,4.2,5.3,2.8,1.3,0.5,2.1,4.0,14.5,BRK
5,Noah Clowney,20,PF,35,16,806,4.7,12.4,0.381,3.1,8.6,0.358,1.7,3.8,0.435,0.505,2.2,2.6,0.845,1.6,4.7,6.3,1.3,0.8,0.8,1.6,3.8,14.7,BRK
6,Dennis Schr̦der,31,PG,23,23,772,6.9,15.2,0.452,2.7,7.0,0.387,4.2,8.2,0.509,0.542,3.4,3.8,0.889,0.2,3.0,3.2,7.1,1.2,0.2,2.8,2.6,19.8,BRK
7,Ben Simmons,28,PG,30,24,760,4.1,7.3,0.555,0.0,0.0,,4.1,7.3,0.555,0.555,0.8,1.1,0.696,1.3,6.3,7.6,10.1,1.1,0.7,4.0,3.5,8.9,BRK
8,Ziaire Williams,23,SF,31,16,704,5.1,12.5,0.41,2.0,6.1,0.328,3.1,6.4,0.488,0.49,3.0,3.6,0.817,1.7,5.7,7.4,2.3,1.6,0.6,1.7,4.0,15.2,BRK
9,Cam Thomas,23,SG,19,17,614,8.9,19.8,0.448,3.2,8.4,0.375,5.7,11.3,0.503,0.528,6.6,7.6,0.876,0.6,3.4,4.0,3.8,0.8,0.1,3.0,2.1,27.5,BRK
10,Tyrese Martin,25,SG,29,6,611,5.2,13.0,0.398,2.7,7.7,0.351,2.5,5.3,0.467,0.502,1.0,1.5,0.654,1.8,4.8,6.7,3.1,0.8,0.3,2.2,1.8,14.1,BRK
11,Dorian Finney-Smith,31,PF,20,20,579,4.5,9.9,0.459,2.9,6.7,0.435,1.6,3.2,0.51,0.607,0.9,1.5,0.625,1.9,3.7,5.7,1.9,1.1,0.7,1.1,3.4,12.9,BRK
12,Shake Milton,28,SG,27,1,492,5.3,11.5,0.465,2.0,5.3,0.389,3.3,6.2,0.529,0.554,1.8,2.4,0.758,1.2,2.6,3.7,4.7,1.1,0.1,1.5,3.1,14.6,BRK
13,Day'Ron Sharpe,23,C,23,0,401,6.4,13.5,0.473,0.3,2.3,0.115,6.1,11.1,0.548,0.483,2.8,3.9,0.721,5.9,7.1,13.0,3.1,1.4,1.0,2.7,4.0,15.8,BRK
14,Tosan Evbuomwan,23,SF,11,0,261,5.5,12.0,0.46,1.1,4.3,0.258,4.4,7.7,0.571,0.506,2.8,4.0,0.69,1.8,4.7,6.5,2.1,0.8,0.6,2.8,3.0,14.9,BRK
15,Trendon Watford,24,PF,13,0,209,6.0,13.6,0.443,1.4,4.5,0.308,4.7,9.1,0.509,0.494,5.2,6.0,0.857,0.7,5.5,6.2,2.6,0.9,0.7,2.8,5.2,18.6,BRK
16,D'Angelo Russell,28,PG,7,4,171,6.5,16.2,0.403,3.2,8.6,0.366,3.4,7.6,0.444,0.5,5.3,5.5,0.962,0.2,4.2,4.4,12.2,2.3,1.1,3.2,3.2,21.5,BRK
17,Reece Beekman,23,PG,14,0,155,3.5,9.3,0.375,0.9,3.5,0.267,2.6,5.8,0.44,0.425,0.9,1.6,0.571,0.7,1.9,2.6,4.6,1.6,0.5,1.9,1.4,8.8,BRK
18,Dariq Whitehead,20,SF,8,0,56,7.7,16.1,0.48,7.1,13.5,0.524,0.6,2.6,0.25,0.7,0.6,1.9,0.333,0.6,2.6,3.2,0.6,1.9,0.6,1.9,1.3,23.1,BRK
19,Cui Yongxi,21,SG,5,0,10,3.6,25.2,0.143,0.0,10.8,0.0,3.6,14.4,0.25,0.143,3.6,7.2,0.5,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,10.8,BRK
20,Jaylen Martin,21,SF,3,0,5,7.2,14.4,0.5,7.2,7.2,1.0,0.0,7.2,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,21.6,BRK
21,Maxwell Lewis,22,SF,1,0,1,36.0,36.0,1.0,36.0,36.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,BRK
1,Brook Lopez,36,C,41,41,1309,5.2,10.7,0.488,2.1,5.7,0.372,3.1,5.0,0.621,0.587,1.2,1.6,0.776,1.2,4.3,5.5,2.0,0.9,2.2,1.2,2.4,13.8,MIL
2,Damian Lillard,34,PG,34,34,1228,7.7,17.1,0.449,3.5,8.8,0.392,4.2,8.3,0.511,0.551,6.1,6.6,0.92,0.5,3.8,4.4,7.1,1.3,0.2,2.9,1.8,24.9,MIL
3,Giannis Antetokounmpo,30,PF,35,35,1221,12.9,21.4,0.605,0.1,0.8,0.154,12.8,20.6,0.621,0.607,6.5,11.1,0.587,2.3,10.1,12.4,6.2,0.8,1.4,3.7,2.4,32.5,MIL
4,Taurean Prince,30,SF,41,34,1039,3.7,8.1,0.457,2.4,5.2,0.463,1.3,2.9,0.447,0.605,0.6,0.8,0.773,0.8,4.4,5.2,2.5,1.1,0.2,1.5,2.7,10.4,MIL
5,Bobby Portis,29,PF,40,5,990,7.9,17.0,0.465,1.9,5.2,0.366,6.0,11.8,0.508,0.52,1.7,2.1,0.81,2.4,9.1,11.5,2.8,1.0,0.8,1.8,2.6,19.4,MIL
6,Gary Trent Jr.,26,SG,36,7,882,4.9,11.2,0.434,3.1,7.2,0.424,1.8,4.0,0.454,0.571,1.2,1.3,0.906,0.2,3.1,3.3,1.3,1.6,0.0,0.9,2.9,14.0,MIL
7,A.J. Green,25,SG,38,4,827,4.4,9.8,0.447,3.8,8.7,0.442,0.6,1.2,0.481,0.642,0.5,0.6,0.857,0.4,3.4,3.9,2.1,0.8,0.2,0.9,3.6,13.1,MIL
8,Andre Jackson Jr.,23,SG,39,31,675,3.0,6.9,0.442,1.1,3.1,0.362,1.9,3.8,0.507,0.523,0.4,0.7,0.538,2.2,4.3,6.5,3.0,1.2,0.6,2.2,4.6,7.6,MIL
9,Khris Middleton,33,SF,18,7,423,7.1,14.7,0.48,2.2,5.9,0.377,4.9,8.9,0.548,0.555,3.0,3.6,0.833,0.4,5.6,6.0,7.7,1.4,0.3,2.6,3.3,19.3,MIL
10,Delon Wright,32,PG,25,2,383,2.1,7.3,0.282,1.1,4.3,0.261,0.9,3.0,0.313,0.359,0.8,1.3,0.571,1.4,2.6,4.0,4.2,2.0,0.8,1.3,1.6,6.0,MIL
11,Pat Connaughton,32,SG,21,0,330,3.8,9.5,0.402,1.6,5.7,0.288,2.2,3.8,0.571,0.489,1.3,1.7,0.75,1.4,5.1,6.5,3.9,0.4,0.7,1.3,2.7,10.6,MIL
12,Ryan Rollins,22,PG,25,5,300,5.8,11.8,0.49,1.8,4.9,0.366,4.0,6.8,0.579,0.566,1.6,1.9,0.813,1.1,4.3,5.4,3.4,2.4,1.2,2.5,4.1,14.9,MIL
13,MarJon Beauchamp,24,SF,20,0,88,6.1,15.1,0.405,2.0,7.0,0.294,4.1,8.2,0.5,0.473,3.3,4.1,0.8,1.6,7.0,8.6,0.8,0.8,0.4,4.9,2.0,17.6,MIL
14,Liam Robbins,25,C,13,0,57,1.3,5.1,0.25,0.0,1.3,0.0,1.3,3.8,0.333,0.25,3.2,6.3,0.5,4.4,3.2,7.6,1.3,1.3,1.3,3.8,5.7,5.7,MIL
15,Stanley Umude,25,SG,15,0,48,1.5,9.7,0.154,1.5,6.0,0.25,0.0,3.8,0.0,0.231,0.0,1.5,0.0,2.3,7.5,9.7,1.5,1.5,1.5,0.7,3.7,4.5,MIL
16,Tyler Smith,20,PF,11,0,38,8.5,13.3,0.643,2.8,7.6,0.375,5.7,5.7,1.0,0.75,0.9,1.9,0.5,0.9,8.5,9.5,0.9,0.0,2.8,2.8,3.8,20.8,MIL
17,Chris Livingston,21,SF,7,0,18,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.0,0.0,,4.0,10.0,14.0,2.0,2.0,0.0,6.0,2.0,4.0,MIL
18,AJ Johnson,20,SG,5,0,11,9.8,19.6,0.5,3.3,3.3,1.0,6.5,16.4,0.4,0.583,0.0,0.0,,0.0,6.5,6.5,3.3,0.0,0.0,6.5,0.0,22.9,MIL
1,Tyrese Maxey,24,PG,35,35,1320,8.7,20.4,0.427,3.1,9.2,0.333,5.7,11.3,0.504,0.502,4.7,5.5,0.856,0.2,3.1,3.3,5.6,1.9,0.4,2.3,2.2,25.2,PHI
2,Kelly Oubre Jr.,29,SF,39,36,1302,5.6,12.2,0.456,1.3,4.6,0.283,4.3,7.6,0.56,0.509,2.1,2.8,0.748,1.7,4.6,6.3,1.8,1.6,0.6,1.4,3.2,14.5,PHI
3,Guerschon Yabusele,29,C,40,18,1031,5.2,10.2,0.512,2.2,5.4,0.409,3.0,4.9,0.626,0.619,1.8,2.7,0.684,2.6,4.8,7.4,2.7,1.0,0.6,1.7,3.6,14.5,PHI
4,Caleb Martin,29,SF,31,24,943,3.9,8.9,0.435,1.3,3.3,0.379,2.6,5.5,0.469,0.506,1.8,2.8,0.622,1.6,3.6,5.2,2.6,1.3,0.8,1.6,2.4,10.7,PHI
5,Paul George,34,PF,28,28,912,6.9,16.2,0.423,2.6,7.3,0.355,4.3,8.9,0.48,0.504,2.4,2.9,0.824,0.7,5.7,6.4,5.4,2.0,0.4,3.0,2.8,18.7,PHI
6,Jared McCain,20,SG,23,8,592,7.7,16.7,0.46,3.1,8.1,0.383,4.6,8.6,0.532,0.553,3.0,3.4,0.875,0.8,2.6,3.4,3.6,0.9,0.0,2.3,2.3,21.4,PHI
7,Eric Gordon,36,SG,31,8,575,3.9,9.6,0.409,2.4,6.5,0.375,1.5,3.1,0.48,0.536,1.8,2.4,0.744,0.4,1.8,2.1,2.9,1.2,0.6,1.4,1.7,12.1,PHI
8,Andre Drummond,31,C,28,16,538,5.4,10.6,0.509,0.1,0.7,0.091,5.4,9.9,0.541,0.513,2.3,4.1,0.574,4.7,9.6,14.3,1.1,2.1,0.7,3.1,4.6,13.2,PHI
9,Ricky Council IV,23,SF,35,3,504,5.1,12.9,0.398,1.5,5.6,0.269,3.6,7.4,0.495,0.456,3.8,4.5,0.841,1.6,4.1,5.8,2.4,0.9,0.4,1.4,2.1,15.6,PHI
10,Kyle Lowry,38,PG,25,12,497,2.2,6.3,0.356,1.6,4.7,0.338,0.7,1.6,0.409,0.483,1.4,1.8,0.8,0.6,2.8,3.3,4.9,1.8,0.6,1.3,3.4,7.5,PHI
11,KJ Martin,24,PF,24,7,480,4.6,7.4,0.616,0.6,1.6,0.381,4.0,5.9,0.679,0.657,1.8,2.2,0.828,1.6,3.8,5.4,1.4,0.8,1.2,0.9,4.6,11.5,PHI
12,Joel Embiid,30,C,13,13,383,9.3,20.6,0.452,1.5,4.6,0.327,7.8,16.0,0.488,0.489,9.7,10.5,0.92,2.1,7.6,9.7,4.7,1.0,1.2,3.9,2.7,29.8,PHI
